controller,final_error_m,max_base_angle_deg,base_omega_integral,effort_integral,smoothness_integral,success
clik,0.3661909985805437,34.05663134429556,0.7444714342909555,3.203338669487022,13.579537401390395,0
dls,0.33724087602965663,34.18920177515434,0.7337224665679996,3.0882044378091624,12.670870278648863,0
fixed_rns,0.2837809182735886,34.19772676353726,0.7613680833881767,9.322800652971328,17.087410110127827,0
react_ns,0.2333099473435497,29.7659698007934,0.5495950792888122,3.530547616278835,9.935611130594278,0
