mu_max,num_trials,mean_final_error_m,std_final_error_m,mean_max_base_angle_deg,std_max_base_angle_deg,mean_base_omega_integral,mean_effort_integral,mean_smoothness_integral,mean_min_manipulability,mean_mu,mean_final_mu,mean_lambda,precision_success_rate,base_stable_success_rate
5.0,20,0.1881770636442958,0.08734177200237117,33.454899981083635,1.9917722455536937,0.6559372891901959,3.3924939573076776,9.509084032211463,0.1028365571599511,2.6434472754201925,3.00309576154213,0.11215093072365659,0.75,0.3
10.0,20,0.19303692207307155,0.08836968476235879,33.15794934687477,2.307404383585264,0.6439237694664139,3.423638566865782,9.536137492798533,0.1033664685311948,4.6583047087382905,5.427035888394881,0.11202011285748814,0.65,0.3
20.0,20,0.19670225194323124,0.08947326574252044,32.935392530751685,2.5440837613028813,0.6362752304922185,3.4454517931846667,9.556795031468226,0.10363870799873529,8.664406959203198,10.224784798008365,0.11198617424378365,0.65,0.3
40.0,20,0.19890438308855446,0.09033568624351372,32.79875021520877,2.688881181906482,0.6323497344799193,3.459120146269767,9.571073192239389,0.1036995871411922,16.660309769895512,19.791811607519797,0.11199470858269574,0.65,0.3
80.0,20,0.20023567561800829,0.09094833521666293,32.71697867341538,2.773638954780822,0.6303846034488825,3.466931742457806,9.580806585076989,0.10368147884362655,32.63812088538287,38.89564548591612,0.11201103498909497,0.65,0.3
120.0,20,0.20073048508514754,0.09118527867991569,32.68733619739112,2.8044684152876727,0.6297709326907621,3.469709035306584,9.584717476320451,0.10367187034673926,48.61238808165882,57.98945301719126,0.11201885277800501,0.65,0.3
